Place ID,Name,Latitude,Longitude,Address,County,Tags,Rating
1320,Cork English College International Language & Activities Holidays,51.90109,-8.470527500000001,"Cork English College, Bridge St, Victorian Quarter, , ",Cork,"Activity,Experience,Learning",4.4
1321,Cork English World,51.8947902,-8.4796912,"Crawford Business Park, Bishop St, The Lough, , ",Cork,"Activity,Experience,Learning",4.6
1322,Cork Fab Food Trail,51.89797321690167,-8.473590303232186,"Grand Parade, The English Market, Cork City, ",Cork,"Activity,Experience,Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour",4.498127674750356
1323,Cork Ghost Tour,51.9002672,-8.4730798,"Cork Opera House, Emmet Place, Cork City, ",Cork,"Activity,Experience,Activity Operator,Tour",5.0
1324,Cork Golf Club,51.9014293,-8.3543871,"Castleview, , T45 YT26",Cork,"Golf Course,Activity,Experience,Golf,Driving Range,General,Golf Driving Range,Food and Drink,Pubs and Bar,Restaurant,Activity Operator",4.6
1325,Cork Harbour Boat Hire,51.84909589999999,-8.2975428,"17 Westbourne Pl, Ballyvoloon, Cobh, P24 V628",Cork,"Activity,Experience,Sailing,Activity Operator,Boat,Tour",4.9
1326,Cork Harbour Cruises,51.8987051,-8.4633033,"Custom House Quay, Centre, , ",Cork,"Activity,Experience,Cruising,Activity Operator,Nature and Wildlife,Boat,Tour",4.7
1327,Cork Luxury Travel ,51.8987528,-8.4706315,", Cork City, ",Cork,"Activity,Experience,Activity Operator,Tour",5.0
1328,Cork Opera House Theatre,51.9002594,-8.472874099999999,"Emmett Pl, Centre, , T12 DW6P",Cork,Activity Experience Venue Comedy Traditionally Irish Music Cafe Food and Drink,4.6
1329,Cork Power Boat & Water Ski Club,51.91242419999999,-8.711386800000001,"Agharinagh, , ",Cork,"Activity,Experience,Learning,Activity Operator",5.0
1330,Cork Public Museum,51.8961348,-8.4943128,"Fitzgerald Park, Mardyke, , T12 V0AA",Cork,"Activity,Experience,Attraction,Museums and Attraction,Cafe,Food and Drink",4.5
1331,Cork Racecourse Mallow,52.132177,-8.685995,"Killarney Road, Killetra, Mallow, ",Cork,"Activity,Experience,Race Course,Venue",4.4
1332,Cork Sea Safari,51.8045352,-8.298938399999999,"Hugh Coveney Pier, Crosshaven, ",Cork,"Activity,Experience,Activity Operator,Nature and Wildlife,Boat,Tour",4.8
1333,Cork Shore Excursions,51.848583,-8.2997583,"Heritage Centre, Ringmeen, Cobh, P24 CY67",Cork,Activity Experience Activity Operator Tour,4.8
1334,Cork Whale Watch,51.53181,-9.16519,"Reen Pier, Keelbeg, The League, Unionhall, , ",Cork,"Activity,Experience,Activity Operator,Nature and Wildlife,Boat,Tour",4.7
1335,Corkery's Bar,52.0599198,-9.5099325,"65 High Street, Killarney, ",Kerry,"Activity,Food and Drink,Experience,Pubs and Bar",4.6
1336,Corkscrew Hill Touring Route,53.0706287,-9.189050300000002,"Doonyvardan, , ",Clare,Activity,4.498127674750356
1337,Corlea Trackway Visitor Centre,53.61252650968062,-7.845441317791028,", Kenagh, ",Longford,"Activity,Experience,Walking ,Walking,Attraction,Museums and Attraction,Nature and Wildlife",4.8
1338,Cormac’s Coast Tour of the Cliffs of Moher,52.97140089999999,-9.4097402,"Caherbarnagh, , ",Clare,"Activity,Learning,Walking ,Walking,Activity Operator,Nature and Wildlife,Tour",4.7
1339,Cornmarket Street Market,51.89978139999999,-8.476656799999999,"Cornmarket St, Centre, , ",Cork,"Activity,Experience,Food and Drink,Restaurant,Food Shops ,Shopping",4.498127674750356
1340,Cornstore Limerick,52.6625525,-8.62525,"19 Thomas St, , V94 XR44",Limerick,"Activity,Food and Drink,Experience,Restaurant",4.5
1341,Cornucopia,53.3431,-6.261424799999999,"19-20 Wicklow St, , D02 FK27",Dublin,"Activity,Food and Drink,Restaurant",4.6
1342,Corporate Chauffeurs,53.32629546030743,-6.322348876660158,"Unit 2D, Long Mile Road, Dublin, ",Dublin,"Activity,Experience,Activity Operator,Tour",4.579660084723602
1343,Corporate Transfers,53.3519427,-6.2610921,"O'Connell Street Upper, North City, , ",Dublin,"Activity,Activity Operator,Tour",5.0
1344,Corrán Tuathail - McGillycuddy Reeks - Guided Ascents with Con Moriarty,52.02467,-9.63592,"Dunloe Upper, Gap of Dunloe, , ",Kerry,"Activity,Walking ,Walking,Activity Operator",5.0
1345,Corravahan House & Gardens,54.0352035,-7.259744899999999,"Corravahan House, Corravahan, Drung, , ",Cavan,"Activity,Experience,Attraction,Historic Houses and Castle,Gardens,Garden,Tour",4.498127674750356
1346,Corrib Candles,53.30354699999999,-9.074094999999998,"Lower Village, Menlough, ",Galway,"Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops ",4.2
1347,Corrib Canoe,53.2687353176377,-9.053045256539235,"Aras Na Mac Leinn, NUI, Galway Outer City East, ",Galway,"Activity,Kayaking,Activity Operator,Learning",5.0
1348,Corrib Cruises & Corrib Ferries,53.5385265721061,-9.28161238141853,", Cong, ",Mayo,"Activity,Experience,Cruising,Activity Operator,Nature and Wildlife,Boat,Tour",4.8
1349,Corrib House Tea Rooms,53.2765537,-9.0548379,"3 Waterside, , ",Galway,"Activity,Food and Drink,Experience,Cafe",4.7
1350,Corrib Safari,53.5310618,-9.274873,"Harbour, Lislaughera, Lisloughrey, , ",Mayo,"Activity,Experience,Cruising,Activity Operator,Nature and Wildlife,Day Tour,Tour,Boat",5.0
1351,Corrib Tours on the Corrib Princess,53.2773452,-9.0540159,"Waterside, , ",Galway,"Activity,Experience,Cruising,Activity Operator,Boat,Tour",4.7
1352,Corrstown Golf Club,53.45937350000001,-6.323097199999999,"Corrstown, Kilsallaghan, , ",Dublin,"Activity,Golf",4.6
1353,Costello Memorial Chapel,53.94540019999999,-8.095413999999998,"Costello Memorial Chapel, Bridge St, Townparks, Carrick-On-Shannon, , ",Leitrim,"Activity,Experience,Church Abbey,Monastery,Attraction,Churches, Abbeys and Monastery",4.6
1354,Costelloe and Costelloe,53.341035,-6.262166100000001,"14A Chatham St, , D02 TR82",Dublin,"Activity,Shopping,Shopping Centres and Department Store,Food Shops ",4.7
1355,Cosy Joe's,53.79948809999999,-9.522028400000002,"Bridge St, Cahernamart, Westport, ",Mayo,"Activity,Food and Drink,Experience,Pubs and Bar",4.2
1356,Countess Markievicz and Poppet Statue,53.3460192,-6.2544377,"Countess Markievicz and Poppet Statue, Dublin City, ",Dublin,"Activity,Attraction,Public Sculpture",4.7
1357,Country Choice Artisan Food Shop,52.86180299999999,-8.198559099999997,"25 Kenyon St, Nenagh South, Nenagh, E45 N722",Tipperary,"Activity,Experience,Shopping,Cafe,Food and Drink,Food Shops ",4.3
1358,Country Cottage Stables,53.163411,-6.183672,"Old School House, Ballybawn Lower, Enniskerry, ",Wicklow,"Activity,Experience,Gardening,Nature and Wildlife,Horse Riding,Equestrian,Activity Operator,Gardens,Attraction,Garden,Shopping,Cafe,Food and Drink,Food Shops ",5.0
1359,Countryside Leisure Activity Centre,52.67931799999999,-7.237455999999999,", Bonnettsrath, ",Kilkenny,"Activity,Activity Operator,Adventure Park",4.9
1360,County Carlow Military Museum,52.8433935,-6.928629,"Health Services Complex, Athy Rd, Strawhall, , R93 PK46",Carlow,"Activity,Experience,Learning,Attraction,Museums and Attraction",4.9
1361,County Cavan Golf Club,54.0008145,-7.385979900000001,"Arnmore house, Drumelis Co, , ",Cavan,"Golf Course,Activity,Experience,Golf,Driving Range,General,Golf Driving Range,Food and Drink,Restaurant,Activity Operator",4.3
1362,County Donegal & the Wild Atlantic Way - Rabbie's Small Group Tours,53.34231140000001,-6.2556406,"opposite the Kilkenny Shop, Nassau St, , ",Dublin,"Activity,Activity Operator,Tour",4.498127674750356
1363,County Longford Golf Club,53.7210845,-7.781156999999999,"Glack, Leader Park, Knockahaw, , N39 E8Y1",Longford,"Golf Course,Activity,Experience,Golf,Driving Range,General,Golf Driving Range,Food and Drink,Restaurant,Activity Operator",4.5
1364,County Louth Golf Club,53.7383557,-6.2616491,"Golf Club, Baltray, A92 HK03",Louth,"Golf Course,Activity,Experience,Golf,Food and Drink,Pubs and Bar,Restaurant,Activity Operator",4.7
1365,County Meath Golf Club,53.5211108,-6.8262246,"Newtownmoynagh, Trim, ",Meath,"Golf Course,Activity,Experience,Golf,Driving Range,General,Golf Driving Range,Food and Drink,Restaurant,Activity Operator,Food Shops ,Shopping",4.6
1366,County Museum Dundalk,54.00462280000001,-6.3971254,"8 Jocelyn St, Townparks, Dundalk, A91 EFY9",Louth,"Activity,Experience,Attraction,Historic Houses and Castle,Museums and Attraction,Venue,Music,Tour",4.4
1367,County Roscommon Heritage and Genealogy Centre,53.776754,-8.110882,"Church Street, Strokestown, ",Roscommon,"Activity,Experience,Tracing Your Ancestors",4.3
1368,County Sligo Golf Club,54.3070739,-8.565859699999999,"1 Greenlands, , F91 DK65",Sligo,"Golf Course,Activity,Experience,Golf,Driving Range,General,Golf Driving Range,Food and Drink,Restaurant,Activity Operator",4.7
1369,County Sligo Heritage and Genealogy Centre,54.26881880000001,-8.477143200000002,"Aras Reddan, Temple St, Abbeyquarter North, , ",Sligo,"Activity,Experience,Activity Operator,Tracing Your Ancestors",3.9
1370,County Sligo Surf Club,54.269896,-8.609456,", Strandhill, ",Sligo,"Activity,Surfing,Activity Operator",4.9
1371,Courthouse Arts Centre,52.7991525,-6.463922200000001,"Dwyer Square, Ballinacor, Tinahely, ",Wicklow,"Activity,Experience,Venue,Comedy,Music",4.6
1372,Courthouse Restaurant - Monaghan,53.9781104,-6.719359,"1 Monaghan St, Drummond Etra, Carrickmacross, A81 X066",Monaghan,"Activity,Food and Drink,Experience,Restaurant",4.7
1373,The Courthouse Restaurant,54.4475748,-8.285339,"Main St, Kinlough, ",Leitrim,"Activity,Food and Drink,Experience,Restaurant",4.7
1374,Courtlough Outdoor Adventures,53.569294,-6.198999,"Shooting Grounds, Courtlough, Balbriggan, K32 KD99",Dublin,"Activity,Restaurant,Climbing,Activity Operator,Fishing,Angling,Zip Lining,Adventure Park,Cafe,Food and Drink,Covid Safety Charter,Food Shops ,Shopping",4.8
1375,Courtmacsherry Angling Ltd.,51.635541,-8.710364,"Courtmacsherry Pier, Courtmacsherry, ",Cork,"Activity,Experience,Fishing,Angling,Activity Operator,Boat,Tour",4.3
1376,Courtmacsherry Community Cooperative Shop,51.6346712,-8.7092324,"The Old Post Office, Main Street, Courtmacsherry, ",Cork,"Activity,Shopping,Shopping Centres and Department Store,Food Shops ",4.8
1377,Courtney's Bar,52.0585565,-9.5081496,"24 Plunkett St, Killarney, V93 RR04",Kerry,"Activity,Food and Drink,Experience,Pubs and Bar",4.3
1378,Courtown Beach,52.64616969999999,-6.2258679,"Courtown Beach, , ",Wexford,"Activity,Experience,Attraction,Beach",4.4
1379,Courtown Golf Club,52.6598716,-6.2302244,"Golf Club, Kiltennell, Courtown, Y25 N578",Wexford,"Golf Course,Activity,Experience,Golf,Food and Drink,Restaurant",4.5
1380,Courtville Antique & Vintage Jewellers,53.34216170000001,-6.2622287,"Powerscourt Townhouse, Antique Gallery, 59 William St S, Dublin, D02 CX63",Dublin,"Activity,Shopping,Shopping Centres and Department Store,Food Shops ",4.9
1381,Cove Restaurant,55.1777687,-7.932418399999998,"Rockhill, Portnablagh, , F92 C970",Donegal,"Activity,Food and Drink,Experience,Restaurant,Artisan,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian",4.7
1382,Cove Sailing Club,51.8467259,-8.309989899999998,"Whitepoint, Cobh, P24 W526",Cork,"Activity,Sailing,Activity Operator",4.8
1383,Cox's Bar and Steak House,53.85754659999999,-7.921157699999998,"Harbour Rd, Clooncolry, Drumod, , N41 X893",Leitrim,"Activity,Food and Drink,Experience,Restaurant,Pubs and Bar",4.6
1384,Coyne's Bar & Bistro,53.3223322,-9.7370096,"Kilkieran Connemara, Kilkieran, ",Galway,"Activity,Food and Drink,Experience,Pubs and Bar",4.7
1385,CP Adventure,53.1416218,-6.571245900000001,"Russborough, Blessington, W91 W284",Wicklow,"Activity,Climbing,Activity Operator,Cycling,Kayaking,Walking ,Walking,Zip Lining,Adventure Park,Cafe,Food and Drink,Bike Rental,Tour,Food Shops ,Shopping",4.4
1386,Craanford Mills,52.6819393,-6.389675,"Craanford Mills, Clonamona Lower, Craanford, , Y25 RY77",Wexford,Activity Experience Activity Operator Attraction Museums and Attraction Tour,4.9
1387,Craddockstown Golf Club,53.2044988,-6.6371503,"Craddockstown Golf Club, Blessington Rd, Tipper South, Naas, W91 YY00",Kildare,"Golf Course,Activity,Experience,Golf,Food and Drink,Restaurant,Activity Operator,Food Shops ,Shopping",4.5
1388,Crafternoon Tea,53.17046999999999,-6.5333481,"N81, Blessington Rd, Blessington, ",Dublin,"Activity,Food and Drink,Experience,Craft,Shopping,Shopping Centres and Department Store,Cafe",4.6
1389,Crafts of Ireland,53.785112,-7.088195,"Knocknaveagh, Virginia, A82 V0P1",Cavan,"Activity,Experience,Craft,Shopping,Learning,Activity Operator",5.0
1390,Crag Cave,52.247082,-9.444364,", Castleisland, ",Kerry,"Activity,Experience,Natural Landscape,Attraction,Cafe,Food and Drink,Nature and Wildlife,Food Shops ,Shopping,Tour",4.4
1391,Craggaunowen - The Living Past Experience,52.81108,-8.793649,"Craggaunowen, Kilmurry, V95 AD7E",Clare,"Activity,Experience,Learning,Castle,Attraction,Historic Houses and Castle,Museums and Attraction,Nature and Wildlife",4.7
1392,Craiceann Inis Oírr International Bodhrán Summer School,53.0641933964831,-9.52158430767959,"Inisheer  (Inis Oírr), Aran Islands, ",Galway,"Activity,Experience,Learning,Activity Operator,Venue,Music",4.498127674750356
1393,Craic N Campers,53.626078,-8.187713999999998,"Golf Links Rd, Ballypheasan, , ",Roscommon,"Activity,Experience,Transport,Coach,Road",4.8
1394,Crana River and Fullerton Reservoir,55.128255,-7.457684,"Tourist Office, Buncrana, ",Donegal,"Activity,Experience,Fishing,Angling",4.7
1395,Crannmor Pottery,52.75013879999999,-6.183839499999999,"Coolroe Great, Arklow, Y14 CD62",Wicklow,"Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops ",5.0
1396,Cratloe Woods,52.7016,-8.76565,", Cratloe, ",Clare,"Activity,Experience,Walking ,Walking,Zip Lining,Activity Operator,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife",4.498127674750356
1397,Crawford Art Gallery,51.89986200000001,-8.473284,"Emmett Pl, Centre, , ",Cork,Activity Experience Art Gallery Attraction Cafe Food and Drink,4.5
1398,Cré na Cille,53.51472709999999,-8.853738099999998,"High St, Corralea West, Tuam, ",Galway,"Activity,Food and Drink,Experience,Restaurant,Seafood",4.498127674750356
1399,Cream Café,52.33723289999999,-6.460360199999998,"20 Henrietta St, Ferrybank South, , Y35 A344",Wexford,"Activity,Food and Drink,Experience,Cafe",4.6
1400,Creations By Annette Whelan,52.186086,-6.57395,"Libgate, Kilmore Quay, ",Wexford,"Activity,Experience,Craft,Shopping,Learning,Food Shops ",4.8
1401,Creative Ardagh,53.66711979999999,-7.682953299999999,"Ardagh Heritage and Creativity Centre Cross, Back of the Hill, Ardagh Village, , ",Longford,"Activity,Craft,Shopping,Learning,Attraction,Museums and Attraction,Activity Operator,Food Shops ,Tour",4.7
1402,Creevelea Abbey,54.23097729999999,-8.3095197,"Creevelea, , ",Leitrim,"Activity,Experience,Walking ,Walking,Church Abbey,Monastery,Attraction,Churches, Abbeys and Monastery,Ruins,Historic Houses and Castle",4.6
1403,Cregmore Park Golf Club,53.3282075,-8.864572,"Cregmore, , ",Galway,"Golf Course,Activity,Experience,Golf,Driving Range,General,Golf Driving Range,Activity Operator",4.5
1404,Crew Brewing Company,52.6619598,-8.623699699999998,"35 Thomas St, , V94 A5X4",Limerick,"Activity,Food and Drink,Experience,Restaurant,Learning,Attraction,Museums and Attraction,Pubs and Bar",4.9
1405,Crew's Steak and Seafood Restaurant,52.0885754,-7.6171616,"27 Church St, Abbeyside, Dungarvan, X35 HW13",Waterford,"Activity,Food and Drink,Experience,Restaurant",4.3
1406,Criostal na Rinne,52.0478438,-7.568608699999998,"Ballynagaul Beg, , X35 NH28",Waterford,"Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops ",4.9
1407,Croagh Patrick,53.7599117,-9.659791299999998,"Croagh Patrick, Teevenacroaghy, , ",Mayo,"Activity,Experience,Church Abbey,Monastery,Attraction,Churches, Abbeys and Monastery,Natural Landscape,Nature and Wildlife",4.8
1408,Croagh Patrick Pilgrimage,53.75837207263694,-9.659543149169965,", Murrisk, ",Mayo,"Activity,Experience,Walking ,Walking",4.8
1409,Croagh Patrick Seafoods & Tours,53.8576963,-9.562560800000002,"Roslaher, Westport, F28 AV96",Mayo,"Activity,Activity Operator,Seafood,Food and Drink,Restaurant,Food Trails and Tour,Tour",5.0
1410,Croagh Patrick View,53.7793497,-9.637000100000002,", Carrowkeel, ",Mayo,"Activity,Experience,Walking ,Walking,Nature and Wildlife",3.9
1411,Croghan Hill,53.3463131,-7.278457,"Croghanhill, Croghan Hill, ",Offaly,"Activity,Experience",3.8
1412,Croí Kinsale Jewellery,51.7061443,-8.5224748,"7a Pearse St, Sleveen, Kinsale, P17 ND32",Cork,"Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops ",5.0
1413,Croke Park Stadium,53.361245,-6.252428,"Croke Park Stadium and Conference Centre, Jones's Road, Dublin City, ",Dublin,Activity Experience Attraction Museums and Attraction Stadium Sports Venue Venue Sports Venues Tour,4.7
1414,Croke Park Stadium Tour and GAA Museum,53.360566,-6.251852,"GAA Museum, Croke Park, St. Joseph's Avenue (Off Clonliffe Road), , ",Dublin,"Activity,Attraction,Museums and Attraction",4.6
1415,Cronin's Coaches,51.9207857,-8.476482400000002,"Shannon Buildings, Mallow Road, , T23 A0CX",Cork,"Activity,Experience,Transport,Coach,Road",4.2
1416,Cronin's Restaurant,52.0594181,-9.5067047,"College St, Killarney, ",Kerry,"Activity,Food and Drink,Experience,Restaurant,Vegetarian",4.7
1417,Cronin's Sheebeen,53.7940222,-9.5609568,", Rosbeg, ",Mayo,"Activity,Food and Drink,Experience,Restaurant",4.5
1418,Cronin's Yard,52.026621,-9.696116,"Mealis, Beaufort, ",Kerry,"Activity,Walking ,Walking,Activity Operator,Nature and Wildlife,Tour",4.8
1419,Cronin's Tours,52.077642,-9.5431314,"Nunstown, Aghadoe, V93 XO6P",Kerry,"Activity,Experience,Activity Operator,Tour",4.2
1420,Crookstown Craft Village,53.01877774538974,-6.810077396172119,"Crookstown Craft Village, Crookstown, ",Kildare,"Activity,Experience,Craft,Shopping,Learning,Shopping Centres and Department Store,Food Shops ",4.7
1421,Croppies Grave,52.8389539,-6.9391607,"4, 6 Ninety-Eight St, Graigue, , R93 K542",Carlow,"Activity,Experience,Attraction,Public Sculpture",4.0
1422,Cross River Ferries Ltd.,51.848299,-8.321949,"Glenbrooks & Carrigaloe, , ",Cork,"Activity,Experience,Transport,Coach,Road",4.6
1423,Cross Strand Beach,53.7221562,-9.899746699999998,"P4C2+V4, Roonith, Cross, ",Mayo,Activity Experience Surfing Activity Operator Attraction Beach Nature and Wildlife,4.7
1424,Crossogue Equestrian Centre,52.6725654,-7.9120035,"Crossogue House, Crossoge, Thurles, ",Tipperary,"Activity,Experience,Horse Riding,Equestrian,Local Produce,Food and Drink,Restaurant",4.9
1425,Crotty’s Bar,52.6381951,-9.484615300000002,"Market Square, Drimna, Kilrush, ",Clare,"Activity,Food and Drink,Experience,Pubs and Bar",4.3
1426,Cruit Island Golf Club,55.0474598,-8.430940300000001,"Cruit Island Lower, Cruit Lower, Kincasslagh, F94 NX78",Donegal,"Golf Course,Activity,Experience,Golf",4.8
1427,Cú Chulainn,53.349349,-6.260721,"General Post Office, O'Connell Street, , ",Dublin,"Activity,Attraction,Public Sculpture",4.8
1428,Cuan an Daingin (Dingle Harbour),52.1387107,-10.2782348,"Dingle Marina, Farrannakilla, Dingle, ",Kerry,"Activity,Experience,Walking ,Walking,Attraction,Embarkation Point,Natural Landscape,River,Discovery Point,Nature and Wildlife",4.6
1429,Cuan na hAisléime (Ashleam Bay),53.9069706,-9.986468799999995,"Derreen, Ashleam, , ",Mayo,"Activity,Experience,Natural Landscape,Attraction",4.8
1430,Culdaff Beach,55.29208930000001,-7.144539500000001,"2 Shore Rd, Knock, ",Donegal,"Activity,Experience,Swimming,Swimming Pools and Water Park,Venue,Attraction,Beach,Nature and Wildlife",4.8
1431,Culleenamore Middens,54.260578,-8.6092376,", Strandhill, ",Sligo,"Activity,Experience,Church Abbey,Monastery,Attraction,Churches, Abbeys and Monastery",4.498127674750356
1432,Culleton’s Gap Beach ,52.37180649915899,-6.3653382251952735,"Culletons Gap Beach, Curracloe, ",Wexford,"Activity,Experience,Attraction,Beach",4.7
1433,Cullinan's Restaurant & Guesthouse,53.0163645,-9.377304100000002,"Teergonean, Doolin, ",Clare,"Activity,Food and Drink,Experience,Restaurant",4.5
1434,Cullotycraft,52.5113071,-9.6743876,"Main St, Ballybunnion, Ballybunion, V31 Y795",Kerry,"Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops ",4.0
1435,Culture and Heritage Tours Ireland,54.28168,-8.46118,"Albanne House, Yeats Village, Ballinode, ",Sligo,"Activity,Experience,Activity Operator,Tour",4.5
1436,Cumann na mBád,54.988877,-8.497501,"Leabgarrow, Arranmore Island, , F92 V5W9",Donegal,"Activity,Experience,Kayaking,Activity Operator,Sailing,Bike Rental,Cycling",5.0
1437,Cunnamore Pier,51.5038294,-9.4246022,"Unnamed Road, Co., , ",Cork,"Activity,Experience,Cruising,Attraction,Embarkation Point",4.7
1438,Cunnigar Pitch & Putt Club,52.084042,-7.621925999999999,"Ringnasillogue, Ringnasilloge, Dungarvan, ",Waterford,"Activity,Experience,Golf,Pitch And Putt,General,Pitch and Putt,Activity Operator",4.8
1439,Curracloe,52.38817719999999,-6.3621414,"Coolrainey, Curracloe, ",Wexford,"Activity,Experience,Attraction,Beach,Nature and Wildlife",4.498127674750356
1440,Curragh Beach,51.96696583519654,-7.708960210044324,"Curragh, Ardmore, ",Waterford,"Activity,Experience,Attraction,Beach",4.6
1441,Curragh Military Museum,53.1458507,-6.8309714,"Curragh, , ",Kildare,"Activity,Experience,Learning,Attraction,Museums and Attraction,Tour",4.5
1442,Curragh Racecourse,53.167717,-6.839608,", Newbridge, R56 RR67",Kildare,"Activity,Experience,Race Course,Venue,Sports Venues",4.5
1443,Curragh Chase Forest Park,52.6180645,-8.8797631,"Toreen, Kilcornan, ",Limerick,"Activity,Experience,Bird Watching,Nature and Wildlife,Cycling,Walking ,Walking,Forest Park,Park and Forest Walk,Public Park,Cafe,Food and Drink",4.8
1444,Curraghmore House & Gardens,52.2914498,-7.327746,"Coolroe, , X91 X598",Waterford,"Activity,Experience,Attraction,Historic Houses and Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Tour",5.0
1445,Curran Golf,53.325772,-6.2542181,"Ranelagh Avenue, Ranelagh, ",Dublin,"Activity,Golf,Activity Operator,Tour",4.8
1446,Cushendale Woollen Mills,52.5410159,-6.9574638,"Mill Road, Graiguenamanagh, R95 PP83",Kilkenny,"Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Activity Operator,Attraction,Historic Houses and Castle,Food Shops ",5.0
1447,Custom House Studios & Gallery,53.8002199,-9.5471245,"The Quay, Cloonmonad, Westport Quay, , ",Mayo,"Activity,Experience,Craft,Shopping,Art Gallery,Attraction",4.8
1448,Custom House Visitor Centre,53.3483745,-6.253132700000002,"Custom House Quay, North Dock, Dublin, D01 W6X0",Dublin,"Activity,Attraction,Museums and Attraction",4.6
1449,Custom Irish Tours ,53.6662007,-6.6835432,"42 Troytown Heights, Clonmagaddan, Navan, C15 A3X5",Meath,"Activity,Experience,Activity Operator,Tour",5.0
1450,Cycle Dublin Bike Tours,53.339643,-6.266962199999998,"2 Whitefriar Pl, , D08 XYE6",Dublin,"Activity,Cycling,Tour",4.9
1451,Cycle Holidays Ireland,53.115437,-8.296214299999999,"Gortanummera, , H53 FK20",Galway,"Activity,Experience,Cycling,Activity Operator,Nature and Wildlife,Tour",4.4
1452,Cycle Scene Bicycle Hire,51.9026173,-8.4793585,"396 Blarney St, Gurranabraher, , T23 YX27",Cork,"Activity,Experience,Cycling,Activity Operator,Bike Rental",3.8
1453,Cycle Tours Ireland,53.7276296,-7.7932573,", , ",Longford,"Activity,Experience,Cycling,Activity Operator,Nature and Wildlife,Bike Rental,Tour",4.9
1454,Cycle West Cork,51.5481053,-9.2649766,"Market Street, Skibbereen, ",Cork,"Activity,Experience,Cycling,Activity Operator,Bike Rental,Tour",5.0
1455,Cycleways.com,53.3464628,-6.264442499999999,"31 Ormond Quay Lower, Northside, Dublin, D01 PY97",Dublin,"Activity,Cycling,Shopping,Bike Rental",4.2
1456,Cyndi Graham Handweaving,54.6009036,-8.3904018,"St. John's Point, Dunkineely, ",Donegal,"Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops ",4.8
1457,Dtwo Nightclub,53.33431048092995,-6.262780550926209,"Harcourt Hotel, 60-61 Harcourt Street, Dublin City Centre, ",Dublin,"Activity,Food and Drink",4.0
1458,Da Vinci's Italian Restaurant & Bar,53.3634043,-6.491385300000001,"95-97 R148, Leixlip, ",Kildare,"Activity,Food and Drink,Experience,Restaurant,Pubs and Bar",4.3
1459,Daddy's Café,53.33620390000001,-6.297925,"538 S Circular Rd, Rialto, Dublin, D08 W6A2",Dublin,"Activity,Food and Drink,Cafe",4.5
1460,Dalkey Castle & Heritage Centre,53.2779072,-6.1055397,"Castle St, Dalkey, ",Dublin,Activity Castle Attraction Historic Houses and Castle,4.6
1461,Dalton’s Musical History Tour,53.3430108,-6.271122800000001,"Dame St, Wood Quay, , ",Dublin,"Activity,Activity Operator,Tour",5.0
1462,Daly's Inn,53.6926739,-6.423656299999998,"Staleen Rd, Cruicerath, , A92 RR71",Meath,"Activity,Food and Drink,Experience,Restaurant,Pubs and Bar",3.8
1463,Damian Dublin Tours,53.3403183,-6.2622832,"King St S, , ",Dublin,"Activity,Activity Operator,Tour,Walking",4.8
1464,"Skellig Boat Charters
",51.8863943,-10.3655925,", Portmagee, ",Kerry,"Activity,Experience,Bird Watching,Nature and Wildlife,Activity Operator,Boat,Tour",4.8
1465,Dan O’Hara’s Homestead  - Connemara Heritage & History Centre,53.4792441,-9.9117698,"Lettershea, Clifden, ",Galway,"Activity,Experience,Restaurant,Learning,Attraction,Museums and Attraction,Food and Drink,Nature and Wildlife",4.4
1466,Daniel O'Connell Monument,53.3476515,-6.259301900000001,"O'Connell Street Lower, North City, Dublin, D01 TX31",Dublin,"Activity,Attraction,Public Sculpture",4.4
1467,Dánlann Yawl Art Gallery,53.9490797,-9.8317617,"Tonregee East, , F28 Y9C5",Mayo,"Activity,Experience,Craft,Shopping,Learning,Art Gallery,Attraction,Activity Operator",5.0
1468,Danny Albu - The Leather Studio of Kinsale,51.70588809999999,-8.523158699999998,"10 Market Quay, Town-Plots, Kinsale, P17 XC85",Cork,"Activity,Experience,Shopping,Shopping Centres and Department Store,Food Shops ",5.0
1469,Danny Minnie's Restaurant,55.0213081,-8.314835499999997,"1 St Mary's View, Annagary, Annagry, F94 X862",Donegal,"Activity,Food and Drink,Experience,Restaurant,Artisan,Pubs and Bar,Local Produce,Seafood,Vegan,Vegetarian",4.8
1470,Danny Vincent Smith Studio,51.6831999,-9.448645199999998,"St Cainirs Pl, Town Lots, Bantry, ",Cork,"Activity,Experience,Craft,Shopping,Food Shops ",4.498127674750356
1471,Danú Forest Bathing,53.2574068,-6.224887399999999,"Newtown Little, , D18 Y6P6",Dublin,Activity Activity Operator Forest Park Park and Forest Walk Walking Cafe Food and Drink,5.0
